paper_id,cluster
01a462bf8cf2cd973d1651b991d27c9556d2ae3c,2
01a6e57546ad10e21a2c8e5e0e7c201e40d51f06,0
01a6f17e7487da75b716e99b0173613856218487,0
01aa247284f0baf43293d8ea335b70781365a985,2
01af2562df4acf3113843d039c3b82bb801b1427,2
01b3d789dbd69fff374842fbe2d7f4150fb3d8f5,2
01b5ae0cce289ca9cdcebc4079f960e833cfbd79,2
01b6789de33bebc284713c22c90cb11d33c2a029,0
01b77e7abee3efe056f976facf1ac9035a12b872,0
01bc7fe59fc7feb0e3d23c716aa23a694a4362a2,2
01be6aef7ae6555eef2062bddb57f8643d1244e9,2
01bf19ea2cb2baab425377eaae3286190e9bf975,1
01c1a483d6c189aa7dc3a833d8a1a80bc063165a,0
01c25f9838ef8e005bf720c4f76e67a9f1038ff0,2
01c4f8e7cb8fb005276a71a9487936166842fef3,0
01c6ab71344d688b1b44fd2095d891d126152499,0
01c6c44650ad5466cdb134a28d0b14700fa3906d,1
01c6ed4b3dee404e4d908af40ab93183b573e9ec,2
01cad955f2c6d1373797935f0b33b23d386b26bf,0
01cadfe2bb23b6989e57fce2ba744691557faa93,2
01cb25de5152563a0654eb672d932b5605a02eb6,0
01cd6f4539f8e084687936efdd62b613c4e0fa73,0
01cdcffdab238aa721196f9666a6f410189119c8,0
01cfb2699f116b6a9e107c5eb20b1c5327d554f0,1
01cff21366d475b5bc294c90da89a521b510234a,2
01d162d7fae6aaba8e6e60e563ef4c2fca7b0e18,2
01d30ed8bea01f46fa60d1386878f352c04c18a2,0
01d8f392a96f0b16e1a92bd00b001f82a2507018,0
01d97b9f910fa49912f80f62c6528b04ca644fad,0
01d98f41e0f8153a9e0d2432fd7b9d0276cd0abf,0
01d9e636b8f3097b46721a846d1981c6fe2fd618,0
01de46a248049d2fbdc049b686ee5b172301d0fa,2
01df21928ab60dcd0395c8a53b8ca15415b917a2,0
01e22956c79df3220a67bce71cf22de95d29b723,1
01e3b313e78a352593be2ff64927192af66619b5,2
01e526fef83602778b418054f6817b734d93d5d6,0
01e84495348f3e718380cb9e7504870c2e268938,0
01ef3656c0775f184c3ad37c3ef7a6552133d1fa,0
01f5a387ced1d4ab673b4eeb64985b84b520af04,0
01fa848aec09b63abdcc423e06393745d710d348,0
01fb4f75571e0f8a97b9cb1ff23786b0eb7441b0,0
01fd758f05535ebc417443122f4d1fe544218876,0
01ff7717f3d92ca982843e557419797d89a765ec,0
02049ffbdb20997055c4def3516af0e6e40dd427,1
020f3d44e81efe70666582bec244d097c32d699f,0
020f7bf3262c66d41f9cd3c87a8b8319377b6bb3,0
021016e1d0140e51f343ac21e1a95a09aed6168e,0
02106ae9d442c7c97a8e95a4d27d2af5916b04cb,0
0210b712dabfa1c3f00ffb903c0027a3d9fd03b9,0
021144f6c1945b9bff9ea9e4b04b24dcf53330b4,1
021291da7cf3769e4182317703a95b6c5f7c76f9,0
021974ca14b1867031ed64de36dcd1258892a05d,0
021a6a0b71cb684e3c1cac69060c8b3f22018a76,0
021ada5af3b9f3259bbaf54ef0749328fb1bc824,0
021af77daa9633d212e816cdbaf9f89240bfa3a0,1
021f583d3283c97d36e1a9ba68624a7091af4be0,0
021fba0f252408868fa29b65686dedb3b3d6bf02,2
02201e4601ab0eb70b6c26480cf2bfeae2625193,3
02228901fe368ffb73327591a58a4431c312fc25,0
02255c5220e0eb2b21d03a51da498f9dff97d2b2,0
022600e3cb581ae958fe99fe46babcab94a9b08d,0
02276a07ed2aa49afe07d97e7d7286b2b6fea532,2
022abf5f202c04e2bbf88d829db9844746e0fb71,2
022c31717b2ad8e7c25aab342d27c203d7e32527,1
022dae749349d3dd09854d3f1f09ac855cf01d82,0
022efb5d64e88419546d697b6a5a96e6bc8a9fab,3
022f15b58353dddaebb9184705cdf2c061adfe22,0
0230c7d588aaf759de3030e4b3db2096c0f99fa2,0
0234207cba8165f1e1852b92ae0fa0d9e2f870fb,2
0235317625dcd3126076dfd9b0dd1f4a6ea627b1,0
023858d3191988a37587ab951db561a3db3ae2cd,2
023888883c15cb91840153969cf649e5cb859a7d,0
023af2216525c16fa52a75b99cc91ebb03e93107,2
023b805a96c852619186f55af4bbbdd5f9fa8156,1
023dff96542ca1e77e3a1d08a2f3893ca1ebc057,1
023e329ab90febccbabdae8e920c2f1bf4c5419f,0
023eca7dd0bba73b11d40b3091bdf80ce602a238,0
0241ada1b12eaacadc56a59586bc1728a580583d,2
02450c2c82a1511cb5e1639d3b8438f69bbe11f0,3
0245907283f094332e4062539e495f880c6994f6,0
02480623218229a12cdbc4800defc262f7cc175c,2
0248a55df9a930b0ccdf78ed5563c69572e764ad,0
024cb7ce49d85e3b2df419ffd33c1fc771321802,0
024d0bef5417a110fb52607e85ec80eb4d7d92a3,2
024d53f15a87496fb7b1703d1c30d60fc14b0c2a,0
024f723f0cb1ccdacd75d8f051ab7c1d112b58b3,0
024f730e044fddccf7b8c245dc6cd31d42b8ffda,0
02522a1b4512e4d2880a6a551a8dff589d4cb393,1
025509677d6507aaf63c46fc8efbe60b6d63a820,3
0255ea4b2f26a51a3bfa3bd8f3e1978c82c976d5,1
0257c69eba4a352fb63ac550ce8d4f4f1fbcd1fc,0
0257dffb6a2cc8bdf6d252c400a38419ef256505,2
0257e6797e12beb91a4a4fcd7130f90d84260718,1
0258b9f4d5564f5b3b09b0cb8cf638cd0cee182d,0
025ed2caa0ae1ab7f04d3479116e6ed2a334938d,1
0260d131996fdf8edaa0f384ec26cd56a3d51f40,0
0260e364e040cc9b229b2b4f727bfc2e4d68474d,1
02610c838845176ed2d97c20f415843e1b5edcc1,0
026195c31c1b5e03c8b24560de008bce009e6ada,3
0262d4305df6d783a6c7928ddb7c9881296efd20,0
0263780b9fa08010261e402207051cc633e00b09,0
0263ef539a1344a642b1f4ff11aee6bc6ca84a34,2
026447f6e8f25d774926c5f38f8c8ae1f62aa54d,1
02652961663ca435c195fb0ed3e43642e04cfab3,2
0266337807a2aab25e7dc43967cba01860fe5d86,1
02670edbfe833ef96ce72e0edacf6600cea3fd1f,0
0268452967138867254cf3abf4e73c4416a813ec,0
026c1adca90465f37753535891ca6dfe149ad0be,0
026c59766e222f22b416a6525ae3194a140b5faa,1
02753048c4dc699d155288935b9dc6517a79f279,2
0276133204889a33c9fcc887c7034fa8b78c9ce9,0
02766b20eeb39ff051a2f110def2e4bf8b9b010b,1
027807bc52be1d04140114466daac09496105fad,0
02783b0989ab6a54fd4af139d787b69b9d9d009e,1
0279169198d2d2893c9979498c270eb211498036,0
027f86c44365e0ba6a6c26e24134c4c3e98a72ef,2
028007d284866ee4f3ed27e69794f87d42f6b823,0
02808ad897576fc187c39c6b4b988034cd0f67fe,0
028382edbe67a35f1e099fa0607fa9a4922a45d1,2
02843e9be924677d6541e0221a26501ce2111aaa,1
0284a9f948c249f6a59a84f3394830f0f9c57dea,0
028949943b9f67a541a4d59504d87b9ddbe7713b,0
0291d7810c1441d05b7a7d12b0a4bf7d4dab892a,0
0293ec2b1cf8097392297cffd06854d2f37348f4,2
029440dede483511b869a1a8ac39a7b53e5cc22f,0
02974b9466bf593193d05ada669d7ff0567bb657,2
02998402c64a65e3ea2fd0fdd8f688aeebda6192,2
029ad12b110473c83e885d419c75fc63374c4bc7,0
029c1c588047f1d612a219ee15494d2d19ff7439,2
02a009e42054081b441d0f4b203679c4b0cae38d,2
02a29bd2f39ecdbbb5e51a003c0bc7818029f384,2
02a336a36902a4f44b72a881267d77fc79fd7da1,0
02a57cb2a8addde57652f9af1315b5cbf1e3b4bb,0
02a9fd5f564cb3a5b6b1fdbcd9df585b8e24a2de,1
02aabb0b8eb8a3f3692e162442bbed19c5f915b6,1
02aabee05e6968897e1031a767f6658ef0fc7b19,0
02b20ad26d6b2f05b38712292186edbf3aa05862,3
02b715cc786b21f3e45f79afe877f1c02e9bfd08,0
02b7cf4f31fae1a476deededac01b11dbdc4b063,0
02b8dea56378d11fe92d6a60ff37a34b0d6ea63e,2
02bb1c7a6ec483ce366cf2eb9b05d6da8906cd04,0
02bbe941c61637f7b6de8046d75e10ab81c441a6,0
02be7ab1a53d92f1bf2dd02a9fdddefb976f1e19,0
02bfb4c09489a5f48c23e8441e37b055bf7228ee,2
02c013485c342eb9260d124906a9130f6fcd92bb,0
02c03ab3643bdcfd6986d10d268114ac83a19d6b,0
02c4e304d5e063e9bd66d293a8c1472a5865c173,1
02c6a934fa0a6749c5eabf5a5d6ae7d790640bf7,0
02c9b77cb2898b1597278dbf32a0c61be93d1983,2
02cb3b214cb5ca3dbb33671f1e29d7cc81ba20f4,0
02d808df510466b74102dd922486bf922a5ed947,2
02d9be8cdb8499cd90f2c9cee8421b02b2bbba76,0
02da3b3b4a31f4e15f06a0f076524bea9ab0f92a,2
02db9273596bf34a72c596189ed95dab16e683e4,1
02dc55c0f6835d56c03fd6c08dcfdd21aa5abf6a,0
02decdafff86cfc5f31eb5d58128f0efe9606f0c,0
02e2200d938159c25bdf9ebda442f379dfafb25c,0
02e34b2fe0968cb8a46313fe767858da7e2691b1,1
02e5bba6f683626dfa8eafba555f7b5066a5abb2,0
02e9923e1963e80f77a32aea48875c830d1a8aa4,0
02eb3dc5054c0dd2ce8faa06d6942484900d76c6,2
02ee87386084e0c94d20ad44138ea6488dbd293d,0
02f267368636c422f19d77d3be96de3c0dcbceef,2
02f6c1a9ceadd3a52df836f08c84f0c37d01fc92,0
02f791c3ff683241cf1275092ccd53f1596f70d3,0
02f7fe7a0dea98f255eb38b6d8c64b9f7e6723d8,0
02fdaf97dd0af539eada2af2f1563e0d77a28f92,2
02fe25fbb0d56b029e8430d15c6477cc8a60cfbf,0
02fe68e2ba45e7f0c6f746d4b3db36f8f99ae4f5,2
0302cd899c3522df1f0892ea1a1fdd9d878d6279,0
03034d28f61e40c1d47f188ab422d49b8adc9127,0
0304644cc79a8cc81c134a7e88378c127a79d373,0
0304ed96b29c38014a17bacefcc294a02c04d0a0,1
03059c2a2fb35ed33d1e2aa4ad0589ce8c629dc1,0
030674ec4f79ec70fc5fc0e1d458235234d1c425,0
030696f49fa509e23fb9b794ca08894cb2b3f7b3,0
030727b5fac3fb50687eb2ccb25c4f4bb44c95f2,0
0309a2f31c4344e9eecfedea296771452f62e8df,0
030bcc13b2088bcfc2b1c2f6117e349e13f2e57b,0
030c749cb1805cbd388180269fe31b93c6a03c77,0
0312582594429d880453377773c1925f5b65682b,2
031371602b01ec8c0760b2bd00bd5dab7c31c099,0
03145373dde0ec1238a30abab026755c1866ac2b,0
03148d1ba3c986ec7306ab2a90bcd6082c512f49,1
0315f135cfd9ba3dceb3208fcf8604458ce64961,0
031abff76f2005b80e265698e59561577c8c4175,0
031cc22da5cee5a81285a55ff8ad4d6130addc67,0
031fd47b33af0e00eeb5e76c0d010df92df6bef6,2
03203ab50eb64271a9e825f94a1b1a6c46ea14b3,2
0322eccb9230a1aad165702457091eb9ae122d55,2
0325bbc3a927e738fd8ef3675c91571b7bf7ad8f,0
0326bf875d2a22d7c4a4328dcd34c2d801fd110e,0
032c222a2f53a57cbf7cdc087629fab8f4d84b5f,0
0330ede445d96dd0a27f474f945d6ce2e7085f15,1
033321dcd825a79a8ba380ba3d52d4ea71f45c81,1
033460fbe61491f8505732ee22a5cb3387f3e4a3,2
0336910eaa48898999bc9bb81a11254fefdf1810,0
033810c43899f8bbaea3ecb2b86c192c0e020451,0
033b167546d99b583a32a437dc71c73bdad6e83d,2
033e16498132db048e7fbf0a64d99694bd302a7b,0
0343ea6451ba33cb211ff7927b80a31b13562e56,0
03440b01c8c12bad019ed86ac0f71337fa6d768f,0
0346cb9d0f5b07fe50d9a3cc0378a53f1a87708c,2
0347cfaf01564e45d6b0796547c75cb5b636db98,0
034ad50caefc406811a792c51ff23b39a15bfd6e,0
034cab326c750ea98f621e9c65371b8f139fbfb4,2
034e7ae7d5290cd76848c66d3a0ba3f7ac6dc437,0
035dc4021101af0a19152cb5ea7b40b0c57ed76d,1
035dfb6e2398c95bbf6b65db97b443908a43e093,2
035e371d69d3305fbb389b1400e119360abfcf20,0
035f1d6b6c461d045fd19d69e4e9c1de221f4a0d,2
0360831fa1912fde2ba814a1f6860b67d11923d6,0
036431a409fa7d3122adf7c6495a88ecb4f3b869,0
0368baef7f3ef3de1d78700f0f53f98ffa8713f7,0
03691f02553de155bd159f8a08fabd959170ec30,0
0369a40d60dd1a4366529493f90c3e5bcea8a0f4,0
036a7af6f90c822210bcac1869a5e85303bb0ef6,2
036bbd8c099c5721274abb4067872f2a68b6193a,3
036be9f4d4e65b9282195f601f6605452c66d93a,0
036de54bdff83482badc5ddd343bcaca6361bb6c,0
036f6cd2baef44fb73ab5664e3a1211f2b8c2f1c,0
036f8a779c8b1b061899dd994faf5ad6c8cd4657,0
0374a71f6e0d9898f76877a7bd9fbffb241b24a5,0
037583342d51c51042ba1f286693819d3cc69ad7,0
03774b269b5de5338590b1960b6468881604a3dc,2
03797126b6e6689cc02878e641e5271d3b9a5d3b,1
037b93d748cbe2147077085268aeeb09141f6bb4,0
0381d0a7aa87ad4fa38d609919f939b224b3a70b,0
038362f16835df8ad93f0b2e042c234081c0aad9,0
0389ed83c6fd1cee8cd297445df337bcca29cec2,0
038af1fa39ac7f1644910dbf785ce2ac48e65070,0
038f6e6dbf6b5d3b0ab71e5f20dadb4cf675cd0b,0
038f7612653a0732ece011b4cc49e29d305d345b,2
0391c13dbb9949494913c209424ed61d3a652753,3
0396bc111213d601eeb67ae191530309bdbb6220,2
039a694e02c0004659a280c047b7ec0625f76fa0,0
039ca136c69c998e9a2677259d9de2941a13304a,1
039ca723ee32358eb70a084eaee19e1b6adc3033,1
03a158fb5fcbfccd841b4a9638e840a0302b9459,2
03a198dcb5ae01b3fec5611afb4ec808eaf96863,0
03a472f088f1d677924f5b2dcbab04e4d4f3fcfe,0
03a9435da640ba52544a7b843acc359d3d98044e,0
03a9a21fad1427fc2dbb6a4969627d0a76459597,2
03ad1cf472c9636fceb1b800c553fde73724e349,0
03ae4b61aa2d9641f38287806612fc16f58d4299,2
03afd58d8d29e1c6d008e06e38553079bbdc4d02,2
03b0692ffcc41cf157797f5750d4c4ad3c7c2139,0
03b0fcaf49080524323c9aa2045a89db510e6e03,0
03b3051ea132d6d7870596986cc8afcc0977709b,0
03b35e72b8abfe6c88da27e72b5ecc8e77211dd2,2
03b623fe6d510f9ce218bc5ff4a69480403e7e7e,0
03b8c523f344f597a5d23044cf0c136471de8d1a,0
03b9acce84a4799d4be1152a36abfaf52fb3b523,2
03ba2dfbd4692c636dcf5613ed2e64a7191db8c7,0
03bb746ba6fb4c250b5f8f9ff0e5013b2c49b8f7,2
03c813ffcf340b594f76c6005c7cec594d9f4263,0
03c95cbdc886f47c5ae142cad514ba553a4ab562,0
03c9a6bca7cff5c235c5c8fd2dc2a995790213f4,0
03ca47766e6f3e8d5d71fa25d86803f82d690b38,1
03ccecb9c291d5e8d7044d7855710690523b5152,0
03ce432f27c7df6af22b92245a614db2ecb5de5f,2
03cfe8bd345f07b540eb6fc39acffa6b05c32a12,0
03cff1790e31683b4367f41b09f7efbbf2dc53e6,0
03d003f7c962aa4f0394e79f38a332662105cdb3,1
03d32bf9da6495150f5016a0bf2d4b7647620c7d,2
03d3bbfe718a17836c5db4e1c87705ed53cf9b43,0
03d3f764353cecb297c318e55b88be1d5664bf5c,2
03d40dcd5d29728439528bd955afcba42bc0c2b9,1
03d7c96afa37141562c3ac9297882dbe59d2e0e4,1
03dce266594748330a10d2d11dbe611bf42aa42d,3
03e352c35635f746ff112e5a766eefe10efb59b4,2
03e735ac7e499d50b667c2fe29b86eee1a4e7536,0
03e779f9defa0b9cb6a9943947e41b9c1532e3d3,2
03e8628eb61ff4c66a17673745a7b9c33aece853,3
03e9a22249dd6e201e347bb87cf96a931120f5c5,2
03ea3a614b56409d3f099c9ad764864293132540,2
03eb7f4f076037e60c155e827678b17caa56eddb,0
03f315449023c980e42af7eb150d0cd9cab57f5a,1
03f3f262bea6df1ac52a601c1ea5284bc247e55a,0
03fa4232b3fbc44b6029d52c3120f4e82fdc49c0,2
03fd3a4ec79ffea2a049338b2818457e98496df6,2
03ff3251ae226cb5209ae066f8c53a051714f5a7,0
03ffe38c9b427f6cfc0cf0d10f84c00071e3982c,0
0400d7e0b324addf98c3d87c0c14037bda2ffe76,0
0401435d2f11625d0314c10fc84f8fb414c03846,0
0401a5bebe76fc07dde0f103a248118ce30facda,2
04030bba3035a58c7725ae267973206f6eb6c0b4,1
04034022f265da392051b3e3fcef2e580247d6c4,1
0403d7da89a75ad102c2455e6051702497d1620c,0
040b779f7721b3282ead3a55d3e5f25c565a8698,0
